review_text,sentiment
Rental was average; got a e?bike for an hour.,neutral
Rental was plain; got a kids' bike for 30 minutes.,neutral
Picked up on early morning and everything was ready  with a helmet. Great value and friendly service!!,positive
Rental was ordinary; got a hybrid bike for all morning.,neutral
Rental was average; got a tandem bike for half a day.,neutral
Rental was straightforward; got a road bike for 30 minutes.,neutral
Loved the gravel bike for all morning; team (Rowan) was super helpful.,positive
Loved the cargo bike for 2 hours; team (Emerson) was super helpful!!,positive
Rental was basic; got a tandem bike for 90 minutes.,neutral
Rental was basic; got a folding bike for an hour.,neutral
Hidden fees at pickup; felt unacceptable overall!,negative
Really enjoyed the cargo bike for 45 minutes; team (Sydney) was super helpful.,positive
Picked up on Monday morning and everything was ready  with a puncture kit. Great value and friendly service!!,positive
Rental was typical; got a cargo bike for an hour.,neutral
The kiosk was down and support (Sydney) wasn’t helpful!,negative
Check?in took half an hour and the road bike had sticky shifter!,negative
Helmet and lock included; small details made a big difference.,positive
Check?in took 20 minutes and the folding bike had badly adjusted seat.,negative
Rental was straightforward; got a tandem bike for 90 minutes.,neutral
Rental was standard; got a cargo bike for an hour.,neutral
Booking was fantastic on the botanical garden path  in breezy weather!,positive
Rental was standard; got a gravel bike for all morning.,neutral
Check?in took 15 minutes and the gravel bike had soft brakes.,negative
Loved the hybrid bike for an hour; staff (Rowan) was super helpful!,positive
Rental was standard; got a e?bike for most of the day.,neutral
Loved the e?bike for 45 minutes; team (Blake) was super helpful.,positive
Loved the tandem bike for 45 minutes; team (Rory) was super helpful!!,positive
The reservation didn’t sync and support (Emerson) wasn’t helpful…,negative
Really enjoyed the tandem bike for most of the day; staff (Reese) was super helpful!,positive
Check?in took 15 minutes and the road bike had sticky shifter!,negative
Unexpected charges at pickup; felt disappointing overall!,negative
Check?in took 5 minutes and the cargo bike had sticky shifter.,negative
Reservation didn’t match what we received—requested a kids' bike but got something else!,negative
Bike quality was excellent and check?in took about half an hour (as advertised).,positive
Reservation didn’t match what we received—requested a hybrid bike but got something else.,negative
Check?in took 15 minutes and the mountain bike had wobbly wheel.,negative
Unexpected charges at pickup; felt unacceptable overall.,negative
Rental was straightforward; got a mountain bike for 30 minutes.,neutral
Booking was fantastic —the tandem bike rode great on the boardwalk  in mild weather.,positive
Really enjoyed the tandem bike for three hours; staff (Casey) was super helpful.,positive
Picked up on Monday morning and everything was ready  with a phone mount. Great value and friendly service.,positive
Rental was adequate; got a mountain bike for half a day.,neutral
Check?in took 15 minutes and the cargo bike had soft brakes!,negative
Check?in took 5 minutes and the e?bike had loose pedal.,negative
Loved the city cruiser for the afternoon; team (Reese) was super helpful!,positive
Booking was easy —the mountain bike rode great on the old town  in mild weather!,positive
The app kept crashing and support (Casey) wasn’t helpful…,negative
Helmet and basket included; small details made a big difference.,positive
Really enjoyed the gravel bike for the afternoon; team (Jordan) was super helpful!,positive
Check?in took 15 minutes and the cargo bike had sticky shifter.,negative
The payment screen froze and support (Parker) wasn’t helpful…,negative
Rental was straightforward; got a gravel bike for 2 hours.,neutral
Check?in took half an hour and the kids' bike had flat tire…,negative
Really enjoyed the folding bike for 2 hours; team (Drew) was super helpful!!,positive
Booking was stress?free on the lakeside path!,positive
The app kept crashing and support (Alex) wasn’t helpful.,negative
The website timed out and support (Morgan) wasn’t helpful!,negative
Rental was basic; got a mountain bike for an hour.,neutral
Hidden fees at pickup; felt messy overall!,negative
Check?in took half an hour and the kids' bike had soft brakes!,negative
Loved the hybrid bike for three hours; staff (Drew) was super helpful!!,positive
Check?in took half an hour and the mountain bike had squeaky gears!,negative
Rental was standard; got a hybrid bike for 30 minutes.,neutral
Really enjoyed the e?bike for three hours; team (Alex) was super helpful.,positive
Rental was predictable; got a tandem bike for an hour.,neutral
Rental was basic; got a hybrid bike for all morning.,neutral
Check?in took half an hour and the road bike had battery cutting out…,negative
Rental was fine; got a road bike for 45 minutes.,neutral
Really enjoyed the hybrid bike for 45 minutes; team (Tatum) was super helpful.,positive
Unexpected charges at pickup; felt terrible overall!,negative
Bike felt poorly maintained: misaligned handlebars; cut our ride short…,negative
Booking was quick —the tandem bike rode great on the canal path  in overcast weather!,positive
Rental was straightforward; got a folding bike for 90 minutes.,neutral
Rental was basic; got a gravel bike for half a day.,neutral
Really enjoyed the hybrid bike for an hour; team (Rory) was super helpful.,positive
Rental was average; got a gravel bike for 45 minutes.,neutral
Booking was seamless on the university district  in cloudy weather.,positive
Rental was fine; got a tandem bike for 45 minutes.,neutral
Bike felt poorly maintained: misaligned handlebars; cut our ride short.,negative
Rental was typical; got a mountain bike for most of the day.,neutral
Maps were accurate and the route suggestions matched my pace —I’ll be back!,positive
Booking was super convenient on the river trail  in sunny weather!,positive
Check?in took 15 minutes and the cargo bike had sticky shifter!,negative
Rental was plain; got a gravel bike for 2 hours.,neutral
The payment screen froze and support (Avery) wasn’t helpful…,negative
Rental was plain; got a road bike for three hours.,neutral
Rental was plain; got a tandem bike for 90 minutes.,neutral
Rental was fine; got a cargo bike for three hours.,neutral
Check?in took 20 minutes and the hybrid bike had wobbly wheel.,negative
Maps were outdated and sent us off route near the river trail.,negative
Picked up on late evening and everything was ready  with a basket. Great value and friendly service!!,positive
Rental was standard; got a city cruiser for three hours.,neutral
Check?in took almost an hour and the road bike had badly adjusted seat…,negative
Really enjoyed the tandem bike for all morning; staff (Alex) was super helpful!!,positive
Rental was basic; got a e?bike for most of the day.,neutral
Rental was fine; got a tandem bike for an hour.,neutral
Picked up on Friday night and everything was ready  with a basket. Great value and friendly service!!,positive
Rental was predictable; got a cargo bike for 45 minutes.,neutral
The reservation didn’t sync and support (Quinn) wasn’t helpful.,negative
Check?in took almost an hour and the mountain bike had loose pedal…,negative
Picked up on Monday morning and everything was ready. Great value and friendly service.,positive
Picked up on Thursday at lunch and everything was ready  with a puncture kit. Great value and friendly service!!,positive
The app kept crashing and support (Sydney) wasn’t helpful!,negative
Rental was typical; got a tandem bike for 2 hours.,neutral
Really enjoyed the cargo bike for the afternoon; staff (Quinn) was super helpful!!,positive
Bike quality was excellent and check?in took about 20 minutes (as advertised).,positive
Rental was standard; got a city cruiser for 90 minutes.,neutral
Really enjoyed the road bike for an hour; staff (Morgan) was super helpful!,positive
Check?in took 10 minutes and the kids' bike had flat tire.,negative
Rental was adequate; got a kids' bike for most of the day.,neutral
Check?in took 5 minutes and the hybrid bike had slipping chain…,negative
Rental was predictable; got a kids' bike for 2 hours.,neutral
Rental was standard; got a e?bike for 90 minutes.,neutral
The kiosk was down and support (Hayden) wasn’t helpful!,negative
Check?in took half an hour and the cargo bike had squeaky gears.,negative
The app kept crashing and support (Charlie) wasn’t helpful.,negative
Picked up near the greenway; bikes matched the listing.,neutral
Took the kids along; the trailer was clean and sturdy!,positive
The gravel bike fit perfectly; sizing guidance was spot on.,positive
Check?in took 5 minutes and the kids' bike had flat tire.,negative
Picked up on Wednesday evening and everything was ready  with a puncture kit. Great value and friendly service!,positive
Loved the kids' bike for 2 hours; team (Avery) was super helpful!!,positive
The reservation didn’t sync and support (Reese) wasn’t helpful.,negative
Check?in took 5 minutes and the gravel bike had badly adjusted seat.,negative
Rental was adequate; got a road bike for 30 minutes.,neutral
Bike quality was excellent and check?in took about almost an hour.,positive
The reservation didn’t sync and support (Elliot) wasn’t helpful!,negative
Check?in took 20 minutes and the city cruiser had wobbly wheel.,negative
Check?in took 10 minutes and the road bike had soft brakes.,negative
The payment screen froze and support (Finley) wasn’t helpful!,negative
Check?in took 15 minutes and the e?bike had sticky shifter!,negative
Rental was plain; got a road bike for 45 minutes.,neutral
Check?in took 15 minutes and the kids' bike had soft brakes!,negative
Rental was straightforward; got a e?bike for all morning.,neutral
Booking was stress?free —the folding bike rode great on the downtown loop  in overcast weather!,positive
The reservation didn’t sync and support (Rory) wasn’t helpful!,negative
The website timed out and support (Logan) wasn’t helpful.,negative
Reservation didn’t match what we received—requested a city cruiser but got something else!,negative
The website timed out and support (Elliot) wasn’t helpful.,negative
Booking was excellent —the hybrid bike rode great on the botanical garden path!,positive
Rental was average; got a road bike for an hour.,neutral
Rental was adequate; got a e?bike for most of the day.,neutral
Check?in took 15 minutes and the mountain bike had misaligned handlebars!,negative
Loved the hybrid bike for 90 minutes; team (Quinn) was super helpful!,positive
Rental was ordinary; got a folding bike for 30 minutes.,neutral
The reservation didn’t sync and support (Drew) wasn’t helpful…,negative
Check?in took 20 minutes and the city cruiser had misaligned handlebars.,negative
Rental was standard; got a folding bike for 90 minutes.,neutral
Booking was excellent on the boardwalk  in breezy weather.,positive
The kiosk was down and support (Skyler) wasn’t helpful!,negative
The website timed out and support (Cameron) wasn’t helpful.,negative
Check?in took 15 minutes and the kids' bike had sticky shifter…,negative
Loved the mountain bike for the afternoon; team (Kendall) was super helpful.,positive
Booking was super convenient —the hybrid bike rode great on the boardwalk!,positive
Rental was average; got a tandem bike for 30 minutes.,neutral
Rental was straightforward; got a kids' bike for three hours.,neutral
The QR code wouldn’t scan and support (Hayden) wasn’t helpful!,negative
Rental was typical; got a city cruiser for the afternoon.,neutral
Loved the hybrid bike for the afternoon; staff (Cameron) was super helpful!!,positive
Rental was typical; got a folding bike for all morning.,neutral
The payment screen froze and support (Taylor) wasn’t helpful…,negative
Rental was plain; got a cargo bike for 90 minutes.,neutral
Booking was stress?free —the tandem bike rode great on the river trail  in drizzly weather!,positive
The payment screen froze and support (Reese) wasn’t helpful.,negative
Check?in took 20 minutes and the road bike had loose pedal…,negative
Check?in took half an hour and the city cruiser had squeaky gears!,negative
Really enjoyed the e?bike for 2 hours; team (Jordan) was super helpful.,positive
The QR code wouldn’t scan and support (Blake) wasn’t helpful…,negative
Rental was ordinary; got a kids' bike for 30 minutes.,neutral
The QR code wouldn’t scan and support (Drew) wasn’t helpful!,negative
Kiosk printer was out of order; no receipts available.,negative
Really enjoyed the city cruiser for the afternoon; staff (Finley) was super helpful!,positive
Unexpected charges at pickup; felt slow overall!,negative
Rental was average; got a tandem bike for 2 hours.,neutral
Rental was average; got a kids' bike for the afternoon.,neutral
Bike quality was excellent and check?in took about 15 minutes (heads?up).,positive
The app kept crashing and support (Emerson) wasn’t helpful.,negative
The kiosk was down and support (Alex) wasn’t helpful!,negative
Rental was straightforward; got a mountain bike for 90 minutes.,neutral
Hidden fees at pickup; felt unacceptable overall…,negative
Loved the kids' bike for the afternoon; team (Rowan) was super helpful.,positive
Loved the tandem bike for most of the day; staff (Jamie) was super helpful!,positive
Rental was typical; got a road bike for half a day.,neutral
The website timed out and support (Emerson) wasn’t helpful.,negative
The website timed out and support (Blake) wasn’t helpful…,negative
Check?in took almost an hour and the mountain bike had misaligned handlebars.,negative
Rental was ordinary; got a tandem bike for three hours.,neutral
Rental was basic; got a gravel bike for an hour.,neutral
Rental was basic; got a city cruiser for 30 minutes.,neutral
Booking was stress?free —the gravel bike rode great on the river trail  in breezy weather!,positive
The website timed out and support (Casey) wasn’t helpful…,negative
Rental was standard; got a folding bike for most of the day.,neutral
Check?in took half an hour and the road bike had loose pedal.,negative
Rental was straightforward; got a kids' bike for all morning.,neutral
Rental was basic; got a road bike for 2 hours.,neutral
Picked up on Thursday at lunch and everything was ready  with a mirror. Great value and friendly service!!,positive
Really enjoyed the hybrid bike for 2 hours; team (Casey) was super helpful!,positive
Booking was excellent on the boardwalk  in drizzly weather!,positive
Rental was average; got a hybrid bike for three hours.,neutral
Rental was predictable; got a cargo bike for 2 hours.,neutral
Really enjoyed the gravel bike for 90 minutes; staff (Sydney) was super helpful!!,positive
The kiosk was down and support (Avery) wasn’t helpful!,negative
Rental was plain; got a mountain bike for three hours.,neutral
Check?in took 15 minutes and the folding bike had sticky shifter!,negative
Booking was quick —the hybrid bike rode great on the university district  in humid weather!,positive
Rental was predictable; got a cargo bike for all morning.,neutral
Rental was ordinary; got a tandem bike for most of the day.,neutral
Check?in took 15 minutes and the folding bike had squeaky gears.,negative
Rental was predictable; got a folding bike for all morning.,neutral
Rental was standard; got a cargo bike for three hours.,neutral
Rental was average; got a e?bike for three hours.,neutral
Rental was fine; got a tandem bike for all morning.,neutral
Rental was basic; got a kids' bike for 30 minutes.,neutral
Check?in took 20 minutes and the hybrid bike had slipping chain…,negative
Rental was typical; got a cargo bike for three hours.,neutral
Rental was ordinary; got a tandem bike for all morning.,neutral
Rental was average; got a city cruiser for 45 minutes.,neutral
Rental was straightforward; got a e?bike for most of the day.,neutral
Too pricey for the quality; value just isn’t there.,negative
Really enjoyed the road bike for most of the day; team (Dakota) was super helpful!!,positive
Booking was stress?free —the mountain bike rode great on the city park  in drizzly weather.,positive
Price was fair for the condition and service!!,positive
Rental was fine; got a folding bike for three hours.,neutral
Bike quality was excellent and check?in took about almost an hour (no fuss).,positive
Really enjoyed the gravel bike for three hours; staff (Blake) was super helpful.,positive
Rental was basic; got a kids' bike for half a day.,neutral
Rental was fine; got a cargo bike for all morning.,neutral
Rental was plain; got a e?bike for 90 minutes.,neutral
Check?in took almost an hour and the cargo bike had slipping chain!,negative
Rental was straightforward; got a cargo bike for 90 minutes.,neutral
Rental was predictable; got a cargo bike for 30 minutes.,neutral
Booking was excellent —the kids' bike rode great on the canal path  in sunny weather!!,positive
The QR code wouldn’t scan and support (Rowan) wasn’t helpful.,negative
Check?in took almost an hour and the hybrid bike had loose pedal…,negative
Rental was plain; got a folding bike for 90 minutes.,neutral
Check?in took almost an hour and the city cruiser had misaligned handlebars.,negative
Rental was adequate; got a hybrid bike for an hour.,neutral
Booking was quick —the mountain bike rode great on the greenway  in drizzly weather.,positive
Booking was easy —the city cruiser rode great on the boardwalk  in windy weather!,positive
The folding bike fit perfectly; sizing guidance was spot on.,positive
The kiosk was down and support (Blake) wasn’t helpful…,negative
Check?in took 10 minutes and the cargo bike had loose pedal.,negative
Rental was predictable; got a cargo bike for the afternoon.,neutral
Check?in took 10 minutes and the e?bike had squeaky gears.,negative
Loved the e?bike for 45 minutes; team (Dakota) was super helpful!,positive
Rental was standard; got a e?bike for all morning.,neutral
Rental was average; got a mountain bike for most of the day.,neutral
Check?in took 15 minutes and the mountain bike had misaligned handlebars…,negative
Rental was predictable; got a mountain bike for half a day.,neutral
Picked up on Wednesday evening and everything was ready  with a helmet. Great value and friendly service.,positive
Check?in took 15 minutes and the mountain bike had soft brakes.,negative
The reservation didn’t sync and support (Sam) wasn’t helpful!,negative
Booking was stress?free —the mountain bike rode great on the city park  in breezy weather.,positive
Check?in took 10 minutes and the tandem bike had battery cutting out!,negative
Really enjoyed the tandem bike for half a day; staff (Taylor) was super helpful.,positive
Rental was average; got a mountain bike for the afternoon.,neutral
Loved the mountain bike for 2 hours; team (Emerson) was super helpful!!,positive
Rental was typical; got a gravel bike for half a day.,neutral
Check?in took half an hour and the road bike had squeaky gears…,negative
Loved the folding bike for 90 minutes; team (Skyler) was super helpful!,positive
Rental was adequate; got a mountain bike for the afternoon.,neutral
Booking was smooth —the gravel bike rode great on the university district  in breezy weather.,positive
Really enjoyed the hybrid bike for half a day; staff (Casey) was super helpful!!,positive
Rental was average; got a mountain bike for 30 minutes.,neutral
Rental was basic; got a gravel bike for 45 minutes.,neutral
Check?in took 5 minutes and the gravel bike had slipping chain…,negative
Rental was average; got a road bike for 90 minutes.,neutral
The reservation didn’t sync and support (Blake) wasn’t helpful!,negative
Loved the mountain bike for 30 minutes; team (Taylor) was super helpful!!,positive
Check?in took 5 minutes and the city cruiser had battery cutting out…,negative
The QR code wouldn’t scan and support (Harper) wasn’t helpful!,negative
Check?in took 20 minutes and the hybrid bike had squeaky gears…,negative
Rental was fine; got a gravel bike for all morning.,neutral
"Clear pricing, easy app, and comfy seat —even on the lakeside path.",positive
Booking was stress?free —the road bike rode great on the river trail  in humid weather.,positive
Check?in took almost an hour and the folding bike had loose pedal…,negative
Rental was plain; got a kids' bike for the afternoon.,neutral
"Clear pricing, easy app, and comfy seat —even on the greenway!!",positive
Booking was super convenient on the old town  in chilly weather.,positive
Check?in took 5 minutes and the road bike had squeaky gears!,negative
The app kept crashing and support (Sage) wasn’t helpful!,negative
Rental was predictable; got a road bike for 30 minutes.,neutral
Check?in took 15 minutes and the kids' bike had slipping chain…,negative
Rental was predictable; got a folding bike for most of the day.,neutral
Check?in took 5 minutes and the gravel bike had loose pedal…,negative
Rental was basic; got a road bike for all morning.,neutral
Picked up on Thursday at lunch and everything was ready  with a basket. Great value and friendly service!,positive
Store opened late on Wednesday; wasted time waiting around!,negative
Loved the hybrid bike for most of the day; staff (Elliot) was super helpful!,positive
Price felt great and the ride was as expected.,neutral
Rental was ordinary; got a cargo bike for 2 hours.,neutral
Check?in took 15 minutes and the hybrid bike had flat tire!,negative
Check?in took around 5 minutes and then we were on our way.,neutral
The QR code wouldn’t scan and support (Rowan) wasn’t helpful…,negative
Check?in took almost an hour and the folding bike had soft brakes.,negative
Rental was basic; got a kids' bike for all morning.,neutral
The payment screen froze and support (Emerson) wasn’t helpful…,negative
Picked up on Friday night and everything was ready  with a lights. Great value and friendly service!,positive
Loved the cargo bike for 30 minutes; staff (Rory) was super helpful!,positive
Bike quality was excellent and check?in took about 10 minutes (heads?up).,positive
Rental was adequate; got a kids' bike for 45 minutes.,neutral
Store opened late on Monday; wasted time waiting around!,negative
Bike felt poorly maintained: slipping chain; cut our ride short.,negative
The website timed out and support (Riley) wasn’t helpful.,negative
Check?in took 5 minutes and the folding bike had misaligned handlebars.,negative
Really enjoyed the city cruiser for the afternoon; staff (Riley) was super helpful!,positive
Rental was basic; got a hybrid bike for 30 minutes.,neutral
Rental was average; got a road bike for 30 minutes.,neutral
Rental was average; got a e?bike for 45 minutes.,neutral
Rental was straightforward; got a kids' bike for 2 hours.,neutral
Check?in took almost an hour and the kids' bike had slipping chain…,negative
Booking was stress?free on the botanical garden path  in mild weather.,positive
Rental was plain; got a e?bike for the afternoon.,neutral
Booking was excellent on the city park!,positive
Check?in took 15 minutes and the city cruiser had flat tire.,negative
Check?in took 15 minutes and the folding bike had flat tire…,negative
Check?in took 15 minutes and the mountain bike had loose pedal…,negative
Booking was well organized on the old town!!,positive
Booking was quick on the university district  in hot weather.,positive
Booking was top?notch —the cargo bike rode great on the city park.,positive
Check?in took 20 minutes and the folding bike had soft brakes.,negative
Booking was seamless —the road bike rode great on the greenway  in windy weather.,positive
Unexpected charges at pickup; felt stressful overall.,negative
Loved the gravel bike for 45 minutes; staff (Avery) was super helpful!,positive
Rental was straightforward; got a tandem bike for half a day.,neutral
Rental was average; got a road bike for 2 hours.,neutral
Bike felt poorly maintained: wobbly wheel; cut our ride short!,negative
Bike quality was excellent and check?in took about 5 minutes.,positive
Rental was basic; got a city cruiser for the afternoon.,neutral
The e?bike fit perfectly; sizing guidance was spot on.,positive
Booking was top?notch —the hybrid bike rode great on the boardwalk  in breezy weather.,positive
Check?in took almost an hour and the mountain bike had loose pedal!,negative
The payment screen froze and support (Drew) wasn’t helpful!,negative
The app kept crashing and support (Riley) wasn’t helpful.,negative
Rental was plain; got a city cruiser for 2 hours.,neutral
Loved the folding bike for an hour; staff (Morgan) was super helpful.,positive
Rental was predictable; got a cargo bike for half a day.,neutral
Rental was adequate; got a cargo bike for 2 hours.,neutral
Rental was predictable; got a hybrid bike for 45 minutes.,neutral
Really enjoyed the mountain bike for the afternoon; team (Harper) was super helpful.,positive
Rental was plain; got a cargo bike for most of the day.,neutral
Check?in took 20 minutes and the folding bike had sticky shifter…,negative
Unexpected charges at pickup; felt stressful overall!,negative
Rental was ordinary; got a tandem bike for 90 minutes.,neutral
The reservation didn’t sync and support (Logan) wasn’t helpful!,negative
Rental was plain; got a road bike for most of the day.,neutral
Check?in took 5 minutes and the hybrid bike had battery cutting out!,negative
Store opened late on Sunday; wasted time waiting around…,negative
The folding bike fit perfectly; sizing guidance was spot on!!,positive
Booking was fantastic —the road bike rode great on the old town!,positive
Too pricey for the quality; value just isn’t there…,negative
Picked up on early morning and everything was ready  with a basket. Great value and friendly service.,positive
The kiosk was down and support (Kendall) wasn’t helpful!,negative
Rental was average; got a folding bike for an hour.,neutral
Rental was typical; got a e?bike for the afternoon.,neutral
The reservation didn’t sync and support (Cameron) wasn’t helpful…,negative
Check?in took 5 minutes and the tandem bike had loose pedal!,negative
Rental was typical; got a cargo bike for 90 minutes.,neutral
Check?in took 10 minutes and the gravel bike had battery cutting out.,negative
Booking was easy on the boardwalk!!,positive
Picked up on late evening and everything was ready  with a bell. Great value and friendly service!,positive
Rental was predictable; got a kids' bike for three hours.,neutral
The QR code wouldn’t scan and support (Charlie) wasn’t helpful!,negative
Booking was quick —the gravel bike rode great on the city park  in drizzly weather!!,positive
Picked up on Wednesday evening and everything was ready  with a rear rack. Great value and friendly service.,positive
Really enjoyed the city cruiser for most of the day; staff (Sydney) was super helpful!,positive
Rental was standard; got a kids' bike for most of the day.,neutral
Check?in took 15 minutes and the road bike had badly adjusted seat.,negative
Really enjoyed the mountain bike for the afternoon; staff (Rowan) was super helpful!,positive
Rental was basic; got a e?bike for 90 minutes.,neutral
Check?in took 15 minutes and the road bike had flat tire.,negative
Rental was fine; got a mountain bike for 2 hours.,neutral
Rental was average; got a folding bike for 90 minutes.,neutral
Rental was basic; got a hybrid bike for half a day.,neutral
Rental was ordinary; got a hybrid bike for the afternoon.,neutral
Price was fair for the condition and service.,positive
Rental was standard; got a cargo bike for most of the day.,neutral
Booking was super convenient —the road bike rode great on the canal path  in windy weather!,positive
Booking was quick —the kids' bike rode great on the university district.,positive
Store opened late on Friday; wasted time waiting around.,negative
Check?in took 20 minutes and the road bike had badly adjusted seat.,negative
Loved the mountain bike for all morning; team (Hayden) was super helpful.,positive
Rental was predictable; got a kids' bike for 45 minutes.,neutral
Booking was seamless on the lakeside path  in drizzly weather!!,positive
The website timed out and support (Logan) wasn’t helpful…,negative
Check?in took half an hour and the cargo bike had sticky shifter!,negative
Booking was easy —the road bike rode great on the river trail  in hot weather!!,positive
Picked up on Saturday morning and everything was ready  with a rear rack. Great value and friendly service!,positive
Rental was plain; got a kids' bike for 90 minutes.,neutral
Rental was average; got a cargo bike for half a day.,neutral
Rental was ordinary; got a city cruiser for half a day.,neutral
Rental was basic; got a tandem bike for half a day.,neutral
Loved the mountain bike for an hour; team (Sam) was super helpful!,positive
Booking was seamless —the kids' bike rode great on the old town!,positive
Picked up on Sunday afternoon and everything was ready  with a bell. Great value and friendly service.,positive
Picked up on early morning and everything was ready  with a rear rack. Great value and friendly service!,positive
Loved the tandem bike for half a day; staff (Skyler) was super helpful!,positive
Unexpected charges at pickup; felt poor overall.,negative
Booking was super convenient on the boardwalk  in windy weather!!,positive
Picked up on Sunday afternoon and everything was ready  with a puncture kit. Great value and friendly service!,positive
Rental was standard; got a mountain bike for 30 minutes.,neutral
Rental was average; got a mountain bike for 45 minutes.,neutral
The app kept crashing and support (Sam) wasn’t helpful.,negative
Check?in took almost an hour and the folding bike had loose pedal!,negative
Loved the city cruiser for the afternoon; staff (Finley) was super helpful.,positive
Rental was basic; got a e?bike for 30 minutes.,neutral
Rental was straightforward; got a hybrid bike for all morning.,neutral
Rental was plain; got a folding bike for half a day.,neutral
Really enjoyed the hybrid bike for all morning; team (Charlie) was super helpful.,positive
Rental was adequate; got a hybrid bike for 2 hours.,neutral
The kiosk was down and support (Quinn) wasn’t helpful…,negative
"Clear pricing, easy app, and comfy seat —even on the old town.",positive
Check?in took 20 minutes and the cargo bike had sticky shifter!,negative
Reservation didn’t match what we received—requested a folding bike but got something else…,negative
Rental was adequate; got a hybrid bike for 90 minutes.,neutral
Rental was basic; got a city cruiser for half a day.,neutral
Picked up on Friday night and everything was ready  with a lock. Great value and friendly service!,positive
Rental was ordinary; got a mountain bike for an hour.,neutral
Check?in took 5 minutes and the road bike had flat tire.,negative
Picked up on Sunday afternoon and everything was ready  with a phone mount. Great value and friendly service.,positive
Rental was plain; got a e?bike for 45 minutes.,neutral
Loved the tandem bike for half a day; staff (Reese) was super helpful.,positive
Rental was typical; got a e?bike for 30 minutes.,neutral
Maps were outdated and sent us off route near the downtown loop!,negative
Really enjoyed the e?bike for an hour; staff (Dakota) was super helpful!!,positive
Check?in took 10 minutes and the e?bike had squeaky gears…,negative
Rental was basic; got a folding bike for 90 minutes.,neutral
Rental was predictable; got a folding bike for three hours.,neutral
Check?in took 5 minutes and the road bike had soft brakes!,negative
Really enjoyed the road bike for half a day; staff (Parker) was super helpful.,positive
Booking was top?notch —the mountain bike rode great on the river trail  in drizzly weather!!,positive
Booking was easy —the folding bike rode great on the university district!,positive
Rental was typical; got a kids' bike for 90 minutes.,neutral
Rental was standard; got a mountain bike for three hours.,neutral
Rental was straightforward; got a hybrid bike for 30 minutes.,neutral
Rental was adequate; got a cargo bike for three hours.,neutral
Loved the cargo bike for 2 hours; team (Riley) was super helpful.,positive
Maps were outdated and sent us off route near the boardwalk!,negative
Booking was seamless —the city cruiser rode great on the boardwalk.,positive
Check?in took 10 minutes and the road bike had battery cutting out!,negative
Rental was basic; got a folding bike for the afternoon.,neutral
The gravel bike fit perfectly; sizing guidance was spot on!!,positive
Rental was straightforward; got a tandem bike for most of the day.,neutral
Rental was predictable; got a mountain bike for 90 minutes.,neutral
Booking was fantastic on the downtown loop  in humid weather.,positive
Booking was well organized —the kids' bike rode great on the greenway!,positive
Loved the hybrid bike for most of the day; staff (Taylor) was super helpful!!,positive
Rental was typical; got a kids' bike for most of the day.,neutral
Loved the mountain bike for three hours; staff (Cameron) was super helpful!,positive
The kiosk was down and support (Sage) wasn’t helpful.,negative
Check?in took 10 minutes and the e?bike had badly adjusted seat.,negative
Picked up on Wednesday evening and everything was ready  with a bell. Great value and friendly service!!,positive
Booking was super convenient —the tandem bike rode great on the city park  in sunny weather.,positive
The website timed out and support (Tatum) wasn’t helpful…,negative
Rental was fine; got a kids' bike for 30 minutes.,neutral
Booking was super convenient —the hybrid bike rode great on the university district  in hot weather.,positive
Really enjoyed the road bike for 90 minutes; staff (Elliot) was super helpful!!,positive
Rental was ordinary; got a kids' bike for an hour.,neutral
Rental was fine; got a hybrid bike for 2 hours.,neutral
The reservation didn’t sync and support (Avery) wasn’t helpful…,negative
Rental was typical; got a road bike for 30 minutes.,neutral
Rental was plain; got a kids' bike for most of the day.,neutral
Check?in took 10 minutes and the kids' bike had misaligned handlebars!,negative
Really enjoyed the kids' bike for half a day; staff (Sage) was super helpful.,positive
Booking was fantastic —the mountain bike rode great on the river trail  in cloudy weather!,positive
The app kept crashing and support (Drew) wasn’t helpful.,negative
Loved the e?bike for an hour; staff (Drew) was super helpful.,positive
The QR code wouldn’t scan and support (Logan) wasn’t helpful…,negative
Check?in took 5 minutes and the road bike had squeaky gears…,negative
Check?in took half an hour and the road bike had badly adjusted seat!,negative
Reservation didn’t match what we received—requested a city cruiser but got something else.,negative
Rental was standard; got a mountain bike for most of the day.,neutral
Check?in took 20 minutes and the folding bike had slipping chain!,negative
Check?in took 5 minutes and the road bike had sticky shifter…,negative
Rental was ordinary; got a gravel bike for 90 minutes.,neutral
Check?in took 20 minutes and the gravel bike had badly adjusted seat.,negative
Rental was standard; got a kids' bike for 90 minutes.,neutral
Picked up on Wednesday evening and everything was ready  with a lights. Great value and friendly service.,positive
Rental was ordinary; got a gravel bike for the afternoon.,neutral
Rental was plain; got a cargo bike for 2 hours.,neutral
Loved the cargo bike for the afternoon; team (Casey) was super helpful.,positive
The payment screen froze and support (Dakota) wasn’t helpful!,negative
Rental was average; got a tandem bike for 90 minutes.,neutral
Really enjoyed the e?bike for 45 minutes; team (Skyler) was super helpful!,positive
Loved the folding bike for 2 hours; team (Rowan) was super helpful!,positive
Rental was average; got a folding bike for 45 minutes.,neutral
Unexpected charges at pickup; felt frustrating overall…,negative
The road bike fit perfectly; sizing guidance was spot on!!,positive
Rental was adequate; got a mountain bike for an hour.,neutral
Took the kids along; the trailer was clean and sturdy.,positive
